StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,connect_id,valence_4,sociality_4,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,participantId,condition,prompt
2024-07-14 13:38:13,2024-07-14 13:42:38,0,100,264,1,2024-07-14 13:42:38,R_3CD4itOUMDoVRaI,anonymous,EN,1,1,2,2,48BFA75FF0F649DDB95F36CEDEB68755,100,100,5,20,1,,1,,1,,48BFA75FF0F649DDB95F36CEDEB68755,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:01,2024-07-14 13:42:54,0,100,112,1,2024-07-14 13:42:54,R_5kFGTahcPKReOx9,anonymous,EN,1,1,2,2,FD3A8D9D48E8403FB416B8CEBDA8B2E6,100,100,2,53,2,,3,,1,,FD3A8D9D48E8403FB416B8CEBDA8B2E6,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:40:58,2024-07-14 13:42:54,0,100,116,1,2024-07-14 13:42:54,R_3EDOhbghXmXVeYk,anonymous,EN,1,1,2,2,66124DFF2AF642C5848ECF99EA8E6523,66,100,5,42,1,,"3,4",,4,,66124DFF2AF642C5848ECF99EA8E6523,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:42:09,2024-07-14 13:42:56,0,100,46,1,2024-07-14 13:42:56,R_5IXx1GR7VccMEGW,anonymous,EN,1,1,2,2,0A8E685385644058B293A0E48D504BB1,88,97,5,51,1,,3,,5,,0A8E685385644058B293A0E48D504BB1,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:40:40,2024-07-14 13:42:59,0,100,138,1,2024-07-14 13:43:00,R_5lDqpau0yLw2KLL,anonymous,EN,1,1,2,2,3965176CEA054A0CB7057FD6BDA47254,75,75,2,40,2,,3,,4,,3965176CEA054A0CB7057FD6BDA47254,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:17,2024-07-14 13:43:02,0,100,44,1,2024-07-14 13:43:03,R_19idfqgoeZXTRRt,anonymous,EN,1,1,2,2,06D0A0B7823B4E6BBFEFA270E8EEB2F7,82,60,2,32,2,,3,,4,,06D0A0B7823B4E6BBFEFA270E8EEB2F7,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:01,2024-07-14 13:43:06,0,100,64,1,2024-07-14 13:43:07,R_1P1M1puazj15rsl,anonymous,EN,1,1,2,2,A5B7A9C9811C401EB0D6610CAA6D867F,100,100,5,71,1,,3,,6,,A5B7A9C9811C401EB0D6610CAA6D867F,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:39:52,2024-07-14 13:43:27,0,100,215,1,2024-07-14 13:43:28,R_12Eh1OlPSqwnlTX,anonymous,EN,1,1,2,2,A49D8396E359467AB684909303AEFA7B,70,90,5,28,1,,3,,4,,A49D8396E359467AB684909303AEFA7B,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:49,2024-07-14 13:43:25,0,100,96,1,2024-07-14 13:43:28,R_732kKw2cTGobHvb,anonymous,EN,1,1,2,2,9F3471D7D41247F48ADB46414D6EA6A4,85,95,2,30,1,,"3,4",,4,,9F3471D7D41247F48ADB46414D6EA6A4,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:38,2024-07-14 13:43:30,0,100,51,1,2024-07-14 13:43:30,R_1g2AJ1odJ2gCYkY,anonymous,EN,1,1,2,2,9335D2E8558D40A6B54F64D20C4FA53F,91,84,5,43,1,,3,,5,,9335D2E8558D40A6B54F64D20C4FA53F,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:43:07,2024-07-14 13:43:30,0,100,22,1,2024-07-14 13:43:30,R_77PWHKhO56oBfB8,anonymous,EN,1,1,2,1,7FDF3E366DEC4FC49E42813C35636F16,,,,,,,,,,,7FDF3E366DEC4FC49E42813C35636F16,,
2024-07-14 13:40:00,2024-07-14 13:43:38,0,100,217,1,2024-07-14 13:43:38,R_3PeCOLrz1ZPovPH,anonymous,EN,1,1,2,2,2691D621CEE54B49961F26DED8A614A0,81,97,2,26,1,,1,,4,,2691D621CEE54B49961F26DED8A614A0,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:41,2024-07-14 13:43:43,0,100,61,1,2024-07-14 13:43:43,R_6I4SzVeRxg21udN,anonymous,EN,1,1,2,2,2771EA271233415E851E4216F7211DDF,64,63,2,43,2,,1,,4,,2771EA271233415E851E4216F7211DDF,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:41:34,2024-07-14 13:43:46,0,100,132,1,2024-07-14 13:43:47,R_6Qc4xSyEYPAH2oN,anonymous,EN,1,1,2,2,0756B03E0CFC45FAA0A5EEF7311F96A6,93,90,2,39,1,,1,,4,,0756B03E0CFC45FAA0A5EEF7311F96A6,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:41:28,2024-07-14 13:43:47,0,100,138,1,2024-07-14 13:43:48,R_540mJ5TpYCMN2Bu,anonymous,EN,1,1,2,2,78BAF6E1CE6C42A5AD4BED7A057C7E25,90,80,2,46,1,,"3,4",,8,Associates Degree,78BAF6E1CE6C42A5AD4BED7A057C7E25,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:43:01,2024-07-14 13:43:51,0,100,50,1,2024-07-14 13:43:52,R_7jdjt6wl3AJ48uK,anonymous,EN,1,1,2,2,09804C26E1FD4C718AE81F0720A2B530,82,100,2,45,2,,3,,3,,09804C26E1FD4C718AE81F0720A2B530,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:39:55,2024-07-14 13:43:55,0,100,239,1,2024-07-14 13:43:56,R_3ZIxKSM5JObJtAm,anonymous,EN,1,1,2,2,4909869E1F4946FD8D57ACAADF9D0135,85,96,5,43,1,,3,,3,,4909869E1F4946FD8D57ACAADF9D0135,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:42:55,2024-07-14 13:43:59,0,100,63,1,2024-07-14 13:43:59,R_1roUVIzSdkCpo7R,anonymous,EN,1,1,2,2,6850B3FEC4434CAF9CA95D5D10BE4F8D,79,80,5,21,2,,3,,3,,6850B3FEC4434CAF9CA95D5D10BE4F8D,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:13,2024-07-14 13:44:02,0,100,169,1,2024-07-14 13:44:03,R_12stAGLF3DXtWJs,anonymous,EN,1,1,2,2,C6496D952A924AE6A63C228B933A1B8E,70,100,2,26,1,,1,,4,,C6496D952A924AE6A63C228B933A1B8E,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:51,2024-07-14 13:44:02,0,100,71,1,2024-07-14 13:44:03,R_6wuUU45Bs9ZUgqL,anonymous,EN,1,1,2,2,E2047E298CF54A09AC5096D16E35328E,100,100,5,65,2,,3,,6,,E2047E298CF54A09AC5096D16E35328E,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:59,2024-07-14 13:44:04,0,100,124,1,2024-07-14 13:44:04,R_7pMMYLhqnfp0Wuj,anonymous,EN,1,1,2,2,B7B7A1E65BFF4E2D8D78EAA2C192B0B3,100,100,2,48,2,,3,,2,,B7B7A1E65BFF4E2D8D78EAA2C192B0B3,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:43:07,2024-07-14 13:44:04,0,100,57,1,2024-07-14 13:44:05,R_1Y2zbRfL15nVQNr,anonymous,EN,1,1,2,2,B3E53F2B5F034832AFF43FE550248FF4,83,83,5,52,1,,3,,4,,B3E53F2B5F034832AFF43FE550248FF4,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:41:59,2024-07-14 13:44:07,0,100,128,1,2024-07-14 13:44:08,R_3roeIK7ofAwhoeY,anonymous,EN,1,1,2,2,39A8866323644614BAB13A9CEDB3E402,100,90,5,39,1,,3,,4,,39A8866323644614BAB13A9CEDB3E402,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:43:30,2024-07-14 13:44:18,0,100,47,1,2024-07-14 13:44:19,R_64jiUvYL4LSH6o1,anonymous,EN,1,1,2,1,F179EE943D6246659E88CD63AF31CA67,,,,,,,,,,,F179EE943D6246659E88CD63AF31CA67,,
2024-07-14 13:41:04,2024-07-14 13:44:20,0,100,195,1,2024-07-14 13:44:20,R_52hXPViM7rX8W0g,anonymous,EN,1,1,2,2,4EA3DAEF5B914CCC8F4242B1626BE69F,80,95,5,46,2,,1,,4,,4EA3DAEF5B914CCC8F4242B1626BE69F,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:42:47,2024-07-14 13:44:25,0,100,98,1,2024-07-14 13:44:26,R_7CZa6dAs58VkkZL,anonymous,EN,1,1,2,2,A5D5C5D303C046158F22ABA506F32C37,78,84,5,47,2,,3,,4,,A5D5C5D303C046158F22ABA506F32C37,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:43:44,2024-07-14 13:44:31,0,100,47,1,2024-07-14 13:44:32,R_62Y6IIEVg8ZBtia,anonymous,EN,1,1,2,2,8A0D45C7850E42CAA000BF0E78A0F0EE,70,60,2,39,1,,3,,4,,8A0D45C7850E42CAA000BF0E78A0F0EE,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:29,2024-07-14 13:44:34,0,100,124,1,2024-07-14 13:44:35,R_6TKMCCA2pl1tmfn,anonymous,EN,1,1,2,2,D096CB4486844843A76E0075E0BF551A,100,100,2,41,1,,"1,4",,4,,D096CB4486844843A76E0075E0BF551A,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:43:36,2024-07-14 13:44:36,0,100,60,1,2024-07-14 13:44:37,R_3DuLV65TEqBfuO3,anonymous,EN,1,1,2,2,52E0651B04F7465CA0C5458306DEF13F,67,39,5,24,1,,2,,4,,52E0651B04F7465CA0C5458306DEF13F,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:43:20,2024-07-14 13:44:41,0,100,81,1,2024-07-14 13:44:42,R_1BVFS7BXUDJsjyY,anonymous,EN,1,1,2,2,438E6B2DA6D74B4B8FB6B276082CD759,90,93,2,35,2,,3,,1,,438E6B2DA6D74B4B8FB6B276082CD759,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:43:30,2024-07-14 13:44:46,0,100,76,1,2024-07-14 13:44:47,R_6IsXnshOZAyEXRQ,anonymous,EN,1,1,2,2,0790C56D7B42457EBE41CE3C36C153D8,77,86,5,23,2,,"2,3,4",,3,,0790C56D7B42457EBE41CE3C36C153D8,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:44:33,2024-07-14 13:45:04,0,100,30,1,2024-07-14 13:45:04,R_6IWtxf5BeIHxkBz,anonymous,EN,1,1,2,1,1E7E37AB04874635BBD5DFADB6D7966A,,,,,,,,,,,1E7E37AB04874635BBD5DFADB6D7966A,,
2024-07-14 13:44:12,2024-07-14 13:45:10,0,100,57,1,2024-07-14 13:45:11,R_1zmeKKudJKA2b97,anonymous,EN,1,1,2,2,593BE2793EB845229B56916EAF2B00D7,95,100,5,51,2,,3,,5,,593BE2793EB845229B56916EAF2B00D7,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:44:05,2024-07-14 13:45:12,0,100,66,1,2024-07-14 13:45:12,R_69FLZbs7RIWA9jj,anonymous,EN,1,1,2,2,AA175CE8F0784E7C93E27E10F6467F98,80,100,2,45,1,,3,,4,,AA175CE8F0784E7C93E27E10F6467F98,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:56,2024-07-14 13:45:28,0,100,152,1,2024-07-14 13:45:29,R_7ZDJSTVpHjKJ4hp,anonymous,EN,1,1,2,2,6BE3DA06F4D942F5A730CBD421A304C1,60,71,2,71,2,,3,,3,,6BE3DA06F4D942F5A730CBD421A304C1,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:44:41,2024-07-14 13:45:50,0,100,69,1,2024-07-14 13:45:50,R_6ojU5o8PRoBfxke,anonymous,EN,1,1,2,2,DBA4CB4A17704560B38AB1120CF7ED99,100,86,5,40,1,,1,,4,,DBA4CB4A17704560B38AB1120CF7ED99,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:44:14,2024-07-14 13:46:00,0,100,106,1,2024-07-14 13:46:01,R_6zck1KDZNrk1dkI,anonymous,EN,1,1,2,2,4B521C09D5F44F2C9C02A05055E88874,92,46,2,49,2,,2,,7,,4B521C09D5F44F2C9C02A05055E88874,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:19,2024-07-14 13:46:03,0,100,223,1,2024-07-14 13:46:03,R_3ZK1LoHmAnJL9Rv,anonymous,EN,1,1,2,2,F974179A9AAA418D829A7D31D00E6E67,91,100,2,54,1,,3,,7,,F974179A9AAA418D829A7D31D00E6E67,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:44:31,2024-07-14 13:46:05,0,100,93,1,2024-07-14 13:46:05,R_3Uf4vzBIabLAQbk,anonymous,EN,1,1,2,2,A0F7675AFC3243448343A4AE73D05177,100,100,2,46,2,,3,,4,,A0F7675AFC3243448343A4AE73D05177,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:37:36,2024-07-14 13:46:05,0,100,508,1,2024-07-14 13:46:06,R_5FLGOxjooVGuGb7,anonymous,EN,1,1,2,2,23063B24A1DF44D8B16F12D7AFB51C34,76,78,5,32,1,,3,,4,,23063B24A1DF44D8B16F12D7AFB51C34,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:01,2024-07-14 13:46:25,0,100,84,1,2024-07-14 13:46:26,R_1m8jLJlRXtnSRef,anonymous,EN,1,1,2,2,7C892894CA8E4464881FDFC5BC67E725,89,100,5,65,2,,3,,3,,7C892894CA8E4464881FDFC5BC67E725,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:44:37,2024-07-14 13:46:27,0,100,110,1,2024-07-14 13:46:27,R_1FePdokkZOWSb9a,anonymous,EN,1,1,2,2,3D2AE31CAFF849B7AEAE287807E54256,80,95,2,30,1,,3,,4,,3D2AE31CAFF849B7AEAE287807E54256,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:42:59,2024-07-14 13:46:28,0,100,208,1,2024-07-14 13:46:28,R_3WsPSauFyEJ6n6x,anonymous,EN,1,1,2,2,53DA53F418144C698B7721D6CEB078B1,69,91,5,36,2,,3,,1,,53DA53F418144C698B7721D6CEB078B1,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:10,2024-07-14 13:46:30,0,100,80,1,2024-07-14 13:46:30,R_6RklKLCqv60eReh,anonymous,EN,1,1,2,2,A041893247614B779CD9410ECDD0F7F8,55,60,2,40,1,,4,,2,,A041893247614B779CD9410ECDD0F7F8,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:45:38,2024-07-14 13:46:32,0,100,53,1,2024-07-14 13:46:33,R_5obFqmFCgmd1vUv,anonymous,EN,1,1,2,2,0E976BD81B004C069595CCA5F8751158,81,70,5,35,2,,3,,4,,0E976BD81B004C069595CCA5F8751158,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:08,2024-07-14 13:46:33,0,100,85,1,2024-07-14 13:46:33,R_7Uvcx7505yF15wR,anonymous,EN,1,1,2,2,9EE523ABDA0640A8AFF1BB2FAB315F7F,53,75,5,20,2,,3,,1,,9EE523ABDA0640A8AFF1BB2FAB315F7F,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:51,2024-07-14 13:46:54,0,100,62,1,2024-07-14 13:46:54,R_3kOk8NRZdyvT7rE,anonymous,EN,1,1,2,2,01C54948B62B4895BB8E2190897C716D,100,100,5,32,1,,2,,5,,01C54948B62B4895BB8E2190897C716D,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:27,2024-07-14 13:47:21,0,100,113,1,2024-07-14 13:47:21,R_5mUqqLqtaorVq9j,anonymous,EN,1,1,2,2,F7945E36A9B14A9397CCE64D22A9E450,5,95,5,57,1,,3,,3,,F7945E36A9B14A9397CCE64D22A9E450,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:30,2024-07-14 13:47:22,0,100,111,1,2024-07-14 13:47:23,R_7QrlFuMs1V0dA0c,anonymous,EN,1,1,2,2,8E873D3D2C374410A6987FD8FB3A3440,50,80,2,30,2,,3,,3,,8E873D3D2C374410A6987FD8FB3A3440,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:46:31,2024-07-14 13:47:33,0,100,61,1,2024-07-14 13:47:33,R_7CfCeeyr3zFqRsx,anonymous,EN,1,1,2,2,29760B4C132843E3BF741451B41188DB,100,100,5,25,1,,1,,1,,29760B4C132843E3BF741451B41188DB,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:43:46,2024-07-14 13:47:43,0,100,236,1,2024-07-14 13:47:43,R_5zjNutwvZG6Cwql,anonymous,EN,1,1,2,2,39A2AAB5B2DC43A985046907B24E82EF,95,95,5,51,1,,3,,4,,39A2AAB5B2DC43A985046907B24E82EF,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:45:57,2024-07-14 13:47:44,0,100,106,1,2024-07-14 13:47:44,R_5ziomjc0RcZc2JS,anonymous,EN,1,1,2,2,44835F47503D4602B1342A81DE4AE27D,60,70,2,51,1,,3,,4,,44835F47503D4602B1342A81DE4AE27D,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:45:44,2024-07-14 13:47:47,0,100,122,1,2024-07-14 13:47:47,R_6HwCI9pAj2x2BAB,anonymous,EN,1,1,2,2,7DEEDE2B71BB42CC82BFC81A14633312,62,91,5,25,2,,3,,4,,7DEEDE2B71BB42CC82BFC81A14633312,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:46:28,2024-07-14 13:47:47,0,100,79,1,2024-07-14 13:47:47,R_5fj8RnlUvQ5rrlz,anonymous,EN,1,1,2,2,D97E0C584AC9412C84C6CDC0DDBF5BC4,80,70,2,26,2,,3,,8,middle school,D97E0C584AC9412C84C6CDC0DDBF5BC4,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:45:15,2024-07-14 13:48:04,0,100,169,1,2024-07-14 13:48:05,R_6i9fYNLQUFqipCU,anonymous,EN,1,1,2,2,A04D95DEA6604EE98CF27F20FD2D620F,100,100,2,66,2,,3,,4,,A04D95DEA6604EE98CF27F20FD2D620F,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:47:17,2024-07-14 13:48:12,0,100,55,1,2024-07-14 13:48:13,R_1fV2eliM2yHW9SC,anonymous,EN,1,1,2,2,BE55B35019B1449A83AF9EE7624F681F,35,38,2,28,1,,2,,5,,BE55B35019B1449A83AF9EE7624F681F,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:47:29,2024-07-14 13:48:25,0,100,55,1,2024-07-14 13:48:26,R_1SvmvGVjx1sU9UZ,anonymous,EN,1,1,2,2,F96412B8779441FD9C2A065F06D22307,99,99,5,56,1,,3,,4,,F96412B8779441FD9C2A065F06D22307,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:47:56,2024-07-14 13:49:07,0,100,71,1,2024-07-14 13:49:08,R_6yjfHwFYBjRHHzt,anonymous,EN,1,1,2,2,F1558B0C261349D3A3A5228159BD3D6E,100,100,2,39,2,,3,,7,,F1558B0C261349D3A3A5228159BD3D6E,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:46:08,2024-07-14 13:49:26,0,100,198,1,2024-07-14 13:49:26,R_6ihDymzyq8ouY8X,anonymous,EN,1,1,2,2,919FE9C8241B4D9384F98DCD217F87A7,50,100,2,69,1,,3,,6,,919FE9C8241B4D9384F98DCD217F87A7,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:48:55,2024-07-14 13:49:26,0,100,30,1,2024-07-14 13:49:27,R_6XbKCNnXYX9fPKA,anonymous,EN,1,1,2,2,232F1D67294E42E18B6060BF4D090E01,94,87,5,31,1,,3,,4,,232F1D67294E42E18B6060BF4D090E01,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:49:12,2024-07-14 13:49:42,0,100,29,1,2024-07-14 13:49:42,R_1UsWAJvl6fCM5XP,anonymous,EN,1,1,2,2,20EDD43C275A4D4AB533C8DAC9F8390D,62,65,2,26,1,,2,,4,,20EDD43C275A4D4AB533C8DAC9F8390D,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:48:42,2024-07-14 13:49:46,0,100,64,1,2024-07-14 13:49:47,R_5p580ENcThtAkN0,anonymous,EN,1,1,2,2,8E3E5DCA19D44B29A92B245F48BACECC,86,92,2,33,2,,3,,4,,8E3E5DCA19D44B29A92B245F48BACECC,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:47:37,2024-07-14 13:50:10,0,100,153,1,2024-07-14 13:50:11,R_1TvfpdI45TIwLId,anonymous,EN,1,1,2,2,9958E18926474662B772CE19FBF20503,82,71,2,41,1,,1,,2,,9958E18926474662B772CE19FBF20503,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:48:58,2024-07-14 13:50:13,0,100,74,1,2024-07-14 13:50:14,R_1Q0cU3KeweZQn7j,anonymous,EN,1,1,2,2,2D054D2839AC4823B830A93140831AF0,78,72,5,27,2,,3,,5,,2D054D2839AC4823B830A93140831AF0,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:48:31,2024-07-14 13:50:13,0,100,101,1,2024-07-14 13:50:14,R_6CwRm9XswfNqAp4,anonymous,EN,1,1,2,2,0BEFCC80AF4F430E94FA8EBDB06D6900,82,40,2,21,2,,1,,3,,0BEFCC80AF4F430E94FA8EBDB06D6900,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:48:35,2024-07-14 13:50:18,0,100,103,1,2024-07-14 13:50:19,R_3AG9MPCZyA0EvIJ,anonymous,EN,1,1,2,2,332E8D3F098147A4AFD4A9CFB8EA6BEB,50,50,5,24,1,,"3,4",,1,,332E8D3F098147A4AFD4A9CFB8EA6BEB,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:48:36,2024-07-14 13:50:19,0,100,103,1,2024-07-14 13:50:19,R_5eW2UhxgFNO5njK,anonymous,EN,1,1,2,2,BD147339ADA4450E9C0746C1612FF779,72,85,5,29,1,,2,,4,,BD147339ADA4450E9C0746C1612FF779,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:49:00,2024-07-14 13:50:41,0,100,101,1,2024-07-14 13:50:41,R_6zOASgX1qdMYHOc,anonymous,EN,1,1,2,2,A05D26BD955E427688556BDD6DACCF53,93,91,5,26,2,,3,,4,,A05D26BD955E427688556BDD6DACCF53,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:49:26,2024-07-14 13:50:45,0,100,78,1,2024-07-14 13:50:46,R_5fdi6vsA63WuT9U,anonymous,EN,1,1,2,2,3644C6E200564B24A57042986B2D72A5,95,90,2,35,2,,3,,4,,3644C6E200564B24A57042986B2D72A5,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:49:01,2024-07-14 13:50:50,0,100,109,1,2024-07-14 13:50:51,R_3dYAh8bS627DeC5,anonymous,EN,1,1,2,2,3D741A191F994BAEAFBF4BAD66A40B8B,78,82,5,25,2,,1,,4,,3D741A191F994BAEAFBF4BAD66A40B8B,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:50:09,2024-07-14 13:50:50,0,100,41,1,2024-07-14 13:50:51,R_3nv1GJNj34OmpTk,anonymous,EN,1,1,2,2,B8CE17E8C5DE47139278C78FCA603B8C,86,94,2,25,2,,3,,5,,B8CE17E8C5DE47139278C78FCA603B8C,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:49:19,2024-07-14 13:50:53,0,100,93,1,2024-07-14 13:50:54,R_15YiWktwABog4Xe,anonymous,EN,1,1,2,2,F23833388F984066AD16BAA371338036,90,80,2,61,2,,6,Native American,1,,F23833388F984066AD16BAA371338036,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:48:59,2024-07-14 13:50:55,0,100,115,1,2024-07-14 13:50:55,R_3f85xkBzXYKVl1b,anonymous,EN,1,1,2,2,36BA5A1C986844F08A19A7A018BA9DB8,50,100,5,35,2,,3,,4,,36BA5A1C986844F08A19A7A018BA9DB8,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:49:21,2024-07-14 13:51:00,0,100,99,1,2024-07-14 13:51:00,R_7A5gLaHV8RlWZ57,anonymous,EN,1,1,2,2,79D1F138F209415E83FB867575A0A8F0,96,93,5,42,1,,2,,4,,79D1F138F209415E83FB867575A0A8F0,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:50:08,2024-07-14 13:51:22,0,100,73,1,2024-07-14 13:51:22,R_5QEftmbcYp21TgZ,anonymous,EN,1,1,2,2,D5E6339DB43A4DFA8382BF39549F0644,64,66,2,33,1,,1,,4,,D5E6339DB43A4DFA8382BF39549F0644,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
